BLSE/JTU72000000HIL,Hires for Accommodation and food services in Total US Region
BLSE/JTU61000000HIR,Hires for Educational services in Total US Region
BLSE/JTU53000000HIR,Hires for Real estate and rental and leasing in Total US Region
BLSE/JTU60000000TSL,Total separations for Education and health services in Total US Region
BLSE/JTU61000000JOL,Job openings for Educational services in Total US Region
BLSE/JTU61000000JOR,Job openings for Educational services in Total US Region
BLSE/JTU72000000QUR,Quits for Accommodation and food services in Total US Region
BLSE/JTU72000000QUL,Quits for Accommodation and food services in Total US Region
BLSE/JTU61000000LDL,Layoffs and discharges for Educational services in Total US Region
BLSE/JTU53000000JOR,Job openings for Real estate and rental and leasing in Total US Region
BLSE/JTU53000000OSL,Other separations for Real estate and rental and leasing in Total US Region
BLSE/JTU90000000OSR,Other separations for Government in Total US Region
BLSE/JTU91000000JOL,Job openings for Federal in Total US Region
BLSE/JTU91000000HIR,Hires for Federal in Total US Region
BLSE/JTU61000000TSL,Total separations for Educational services in Total US Region
BLSE/JTU61000000TSR,Total separations for Educational services in Total US Region
BLSE/JTU91000000QUL,Quits for Federal in Total US Region
BLSE/JTU62000000HIL,Hires for Health care and social assistance in Total US Region
BLSE/JTU54009900JOL,Job openings for Professional and business services in Total US Region
BLSE/JTU62000000LDL,Layoffs and discharges for Health care and social assistance in Total US Region
BLSE/JTU91000000QUR,Quits for Federal in Total US Region
BLSE/JTU54009900LDL,Layoffs and discharges for Professional and business services in Total US Region
BLSE/JTU81000000QUR,Quits for Other services in Total US Region
BLSE/JTU54009900OSR,Other separations for Professional and business services in Total US Region
BLSE/JTU62000000QUR,Quits for Health care and social assistance in Total US Region
BLSE/JTU90000000JOL,Job openings for Government in Total US Region
BLSE/JTU62000000HIR,Hires for Health care and social assistance in Total US Region
BLSE/JTU54009900TSR,Total separations for Professional and business services in Total US Region
BLSE/JTU62000000TSL,Total separations for Health care and social assistance in Total US Region
BLSE/JTU60000000HIR,Hires for Education and health services in Total US Region
BLSE/JTU92000000LDR,Layoffs and discharges for State and local in Total US Region
BLSE/JTU92000000QUR,Quits for State and local in Total US Region
BLSE/JTU70000000LDL,Layoffs and discharges for Leisure and hospitality in Total US Region
BLSE/JTU90000000LDR,Layoffs and discharges for Government in Total US Region
BLSE/JTU70000000QUR,Quits for Leisure and hospitality in Total US Region
BLSE/LAUST010000000000004,Unemployment in Alabama
BLSE/JTU70000000QUL,Quits for Leisure and hospitality in Total US Region
BLSE/JTU70000000TSL,Total separations for Leisure and hospitality in Total US Region
BLSE/JTU71000000JOL,"Job openings for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU61000000HIL,Hires for Educational services in Total US Region
BLSE/JTU91000000LDL,Layoffs and discharges for Federal in Total US Region
BLSE/JTU90000000QUL,Quits for Government in Total US Region
BLSE/JTU71000000OSL,"Other separations for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU71000000LDR,"Layoffs and discharges for Arts, entertainment, and recreation in Total US Region"
BLSE/LAUST020000000000003,Unemployment rate in Alaska
BLSE/LAUST010000000000006,Labor force in Alabama
BLSE/JTU91000000TSL,Total separations for Federal in Total US Region
BLSE/JTU71000000OSR,"Other separations for Arts, entertainment, and recreation in Total US Region"
BLSE/LAUST020000000000006,Labor force in Alaska
BLSE/JTU92000000HIL,Hires for State and local in Total US Region
BLSE/JTU71000000TSR,"Total separations for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU72000000HIR,Hires for Accommodation and food services in Total US Region
BLSE/JTU72000000LDR,Layoffs and discharges for Accommodation and food services in Total US Region
BLSE/JTU92000000LDL,Layoffs and discharges for State and local in Total US Region
BLSE/JTU72000000OSL,Other separations for Accommodation and food services in Total US Region
BLSE/JTU72000000JOL,Job openings for Accommodation and food services in Total US Region
BLSE/JTU92000000QUL,Quits for State and local in Total US Region
BLSE/JTU62000000OSL,Other separations for Health care and social assistance in Total US Region
BLSE/JTU62000000QUL,Quits for Health care and social assistance in Total US Region
BLSE/LAUST060000000000005,Employment in California
BLSE/LAUST090000000000003,Unemployment rate in Connecticut
BLSE/JTU81000000HIL,Hires for Other services in Total US Region
BLSE/LAUST090000000000006,Labor force in Connecticut
BLSE/JTU70000000HIL,Hires for Leisure and hospitality in Total US Region
BLSE/LAUST090000000000005,Employment in Connecticut
BLSE/JTU81000000OSR,Other separations for Other services in Total US Region
BLSE/JTU70000000OSL,Other separations for Leisure and hospitality in Total US Region
BLSE/LAUST040000000000003,Unemployment rate in Arizona
BLSE/JTU81000000JOL,Job openings for Other services in Total US Region
BLSE/LAUST010000000000005,Employment in Alabama
BLSE/LAUST050000000000004,Unemployment in Arkansas
BLSE/JTU81000000TSL,Total separations for Other services in Total US Region
BLSE/LAUST110000000000004,Unemployment in District of Columbia
BLSE/JTU71000000HIL,"Hires for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU90000000HIL,Hires for Government in Total US Region
BLSE/LAUST120000000000003,Unemployment rate in Florida
BLSE/LAUST050000000000006,Labor force in Arkansas
BLSE/JTU90000000HIR,Hires for Government in Total US Region
BLSE/LAUST120000000000005,Employment in Florida
BLSE/JTU90000000LDL,Layoffs and discharges for Government in Total US Region
BLSE/LAUST060000000000004,Unemployment in California
BLSE/LAUST150000000000004,Unemployment in Hawaii
BLSE/JTU90000000OSL,Other separations for Government in Total US Region
BLSE/JTU71000000LDL,"Layoffs and discharges for Arts, entertainment, and recreation in Total US Region"
BLSE/LAUST080000000000005,Employment in Colorado
BLSE/LAUST160000000000005,Employment in Idaho
BLSE/LAUST080000000000006,Labor force in Colorado
BLSE/JTU90000000QUR,Quits for Government in Total US Region
BLSE/JTU90000000TSL,Total separations for Government in Total US Region
BLSE/LAUST180000000000004,Unemployment in Indiana
BLSE/JTU91000000JOR,Job openings for Federal in Total US Region
BLSE/JTU72000000JOR,Job openings for Accommodation and food services in Total US Region
BLSE/LAUST180000000000005,Employment in Indiana
BLSE/JTU91000000OSL,Other separations for Federal in Total US Region
BLSE/JTU72000000OSR,Other separations for Accommodation and food services in Total US Region
BLSE/JTU91000000HIL,Hires for Federal in Total US Region
BLSE/JTU72000000TSR,Total separations for Accommodation and food services in Total US Region
BLSE/LAUST120000000000004,Unemployment in Florida
BLSE/LAUST210000000000003,Unemployment rate in Kentucky
BLSE/LAUST120000000000006,Labor force in Florida
BLSE/JTU81000000HIR,Hires for Other services in Total US Region
BLSE/JTU91000000TSR,Total separations for Federal in Total US Region
BLSE/JTU81000000JOR,Job openings for Other services in Total US Region
BLSE/LAUST130000000000004,Unemployment in Georgia
BLSE/LAUST200000000000005,Employment in Kansas
BLSE/JTU81000000OSL,Other separations for Other services in Total US Region
BLSE/JTU92000000OSR,Other separations for State and local in Total US Region
BLSE/JTU81000000QUL,Quits for Other services in Total US Region
BLSE/JTU92000000OSL,Other separations for State and local in Total US Region
BLSE/JTU92000000TSL,Total separations for State and local in Total US Region
BLSE/LAUST160000000000003,Unemployment rate in Idaho
BLSE/LAUST010000000000003,Unemployment rate in Alabama
BLSE/JTU90000000JOR,Job openings for Government in Total US Region
BLSE/LAUST230000000000006,Labor force in Maine
BLSE/LAUST160000000000006,Labor force in Idaho
BLSE/LAUST230000000000003,Unemployment rate in Maine
BLSE/JTU92000000TSR,Total separations for State and local in Total US Region
BLSE/LAUST190000000000003,Unemployment rate in Iowa
BLSE/LAUST250000000000003,Unemployment rate in Massachusetts
BLSE/LAUST050000000000003,Unemployment rate in Arkansas
BLSE/LAUST040000000000005,Employment in Arizona
BLSE/LAUST200000000000003,Unemployment rate in Kansas
BLSE/LAUST020000000000005,Employment in Alaska
BLSE/LAUST270000000000004,Unemployment in Minnesota
BLSE/LAUST270000000000005,Employment in Minnesota
BLSE/JTU91000000LDR,Layoffs and discharges for Federal in Total US Region
BLSE/JTU90000000TSR,Total separations for Government in Total US Region
BLSE/LAUST050000000000005,Employment in Arkansas
BLSE/LAUST200000000000006,Labor force in Kansas
BLSE/LAUST220000000000004,Unemployment in Louisiana
BLSE/LAUST060000000000006,Labor force in California
BLSE/LAUST080000000000004,Unemployment in Colorado
BLSE/LAUST300000000000004,Unemployment in Montana
BLSE/LAUST310000000000003,Unemployment rate in Nebraska
BLSE/JTU92000000HIR,Hires for State and local in Total US Region
BLSE/LAUST100000000000003,Unemployment rate in Delaware
BLSE/JTU92000000JOL,Job openings for State and local in Total US Region
BLSE/JTU92000000JOR,Job openings for State and local in Total US Region
BLSE/LAUST100000000000005,Employment in Delaware
BLSE/LAUST100000000000006,Labor force in Delaware
BLSE/LAUST110000000000003,Unemployment rate in District of Columbia
BLSE/LAUST250000000000006,Labor force in Massachusetts
BLSE/LAUST330000000000003,Unemployment rate in New Hampshire
BLSE/LAUST110000000000005,Employment in District of Columbia
BLSE/JTU91000000OSR,Other separations for Federal in Total US Region
BLSE/LAUST130000000000003,Unemployment rate in Georgia
BLSE/LAUST280000000000003,Unemployment rate in Mississippi
BLSE/LAUST130000000000006,Labor force in Georgia
BLSE/LAUST130000000000005,Employment in Georgia
BLSE/LAUST340000000000006,Labor force in New Jersey
BLSE/LAUST020000000000004,Unemployment in Alaska
BLSE/LAUST040000000000004,Unemployment in Arizona
BLSE/LAUST150000000000006,Labor force in Hawaii
BLSE/LAUST040000000000006,Labor force in Arizona
BLSE/LAUST360000000000004,Unemployment in New York
BLSE/LAUST160000000000004,Unemployment in Idaho
BLSE/LAUST290000000000005,Employment in Missouri
BLSE/LAUST060000000000003,Unemployment rate in California
BLSE/LAUST170000000000005,Employment in Illinois
BLSE/LAUST380000000000003,Unemployment rate in North Dakota
BLSE/LAUST180000000000006,Labor force in Indiana
BLSE/LAUST310000000000005,Employment in Nebraska
BLSE/LAUST180000000000003,Unemployment rate in Indiana
BLSE/LAUST310000000000006,Labor force in Nebraska
BLSE/LAUST190000000000005,Employment in Iowa
BLSE/LAUST080000000000003,Unemployment rate in Colorado
BLSE/LAUST320000000000006,Labor force in Nevada
BLSE/LAUST390000000000005,Employment in Ohio
BLSE/LAUST090000000000004,Unemployment in Connecticut
BLSE/LAUST200000000000004,Unemployment in Kansas
BLSE/LAUST340000000000004,Unemployment in New Jersey
BLSE/LAUST340000000000005,Employment in New Jersey
BLSE/LAUST410000000000005,Employment in Oregon
BLSE/LAUST330000000000006,Labor force in New Hampshire
BLSE/LAUST210000000000006,Labor force in Kentucky
BLSE/LAUST410000000000003,Unemployment rate in Oregon
BLSE/LAUST100000000000004,Unemployment in Delaware
BLSE/LAUST220000000000003,Unemployment rate in Louisiana
BLSE/LAUST420000000000003,Unemployment rate in Pennsylvania
BLSE/LAUST220000000000005,Employment in Louisiana
BLSE/LAUST210000000000004,Unemployment in Kentucky
BLSE/LAUST110000000000006,Labor force in District of Columbia
BLSE/LAUST230000000000004,Unemployment in Maine
BLSE/LAUST440000000000004,Unemployment in Rhode Island
BLSE/LAUST450000000000004,Unemployment in South Carolina
BLSE/LAUST240000000000003,Unemployment rate in Maryland
BLSE/LAUST150000000000003,Unemployment rate in Hawaii
BLSE/LAUST240000000000004,Unemployment in Maryland
BLSE/LAUST150000000000005,Employment in Hawaii
BLSE/LAUST380000000000004,Unemployment in North Dakota
BLSE/LAUST460000000000003,Unemployment rate in South Dakota
BLSE/LAUST460000000000005,Employment in South Dakota
BLSE/LAUST240000000000006,Labor force in Maryland
BLSE/LAUST260000000000003,Unemployment rate in Michigan
BLSE/LAUST250000000000005,Employment in Massachusetts
BLSE/LAUST260000000000004,Unemployment in Michigan
BLSE/LAUST470000000000003,Unemployment rate in Tennessee
BLSE/LAUST390000000000004,Unemployment in Ohio
BLSE/LAUST170000000000004,Unemployment in Illinois
BLSE/LAUST260000000000006,Labor force in Michigan
BLSE/LAUST170000000000003,Unemployment rate in Illinois
BLSE/LAUST400000000000003,Unemployment rate in Oklahoma
BLSE/LAUST270000000000003,Unemployment rate in Minnesota
BLSE/LAUST170000000000006,Labor force in Illinois
BLSE/LAUST270000000000006,Labor force in Minnesota
BLSE/LAUST190000000000004,Unemployment in Iowa
BLSE/LAUST470000000000005,Employment in Tennessee
BLSE/LAUST280000000000005,Employment in Mississippi
BLSE/LAUST490000000000003,Unemployment rate in Utah
BLSE/LAUST190000000000006,Labor force in Iowa
BLSE/LAUST500000000000003,Unemployment rate in Vermont
BLSE/LAUST420000000000005,Employment in Pennsylvania
BLSE/LAUST290000000000004,Unemployment in Missouri
BLSE/LAUST500000000000004,Unemployment in Vermont
BLSE/LAUST300000000000003,Unemployment rate in Montana
BLSE/LAUST440000000000005,Employment in Rhode Island
BLSE/LAUST450000000000005,Employment in South Carolina
BLSE/LAUST300000000000005,Employment in Montana
BLSE/LAUST210000000000005,Employment in Kentucky
BLSE/LAUST310000000000004,Unemployment in Nebraska
BLSE/LAUST320000000000003,Unemployment rate in Nevada
BLSE/LAUST220000000000006,Labor force in Louisiana
BLSE/LAUST320000000000005,Employment in Nevada
BLSE/LAUST530000000000006,Labor force in Washington
BLSE/LAUST230000000000005,Employment in Maine
BLSE/LAUST540000000000006,Labor force in West Virginia
BLSE/LAUST330000000000005,Employment in New Hampshire
BLSE/LAUST540000000000004,Unemployment in West Virginia
BLSE/LAUST350000000000003,Unemployment rate in New Mexico
BLSE/LAUST240000000000005,Employment in Maryland
BLSE/LAUST550000000000006,Labor force in Wisconsin
BLSE/LAUST350000000000004,Unemployment in New Mexico
BLSE/LAUST250000000000004,Unemployment in Massachusetts
BLSE/LAUST720000000000003,Unemployment rate in Puerto Rico
BLSE/LAUST350000000000005,Employment in New Mexico
BLSE/LAUST360000000000003,Unemployment rate in New York
BLSE/LAUST260000000000005,Employment in Michigan
BLSE/LAUST490000000000005,Employment in Utah
BLSE/LAUST350000000000006,Labor force in New Mexico
BLSE/LAUST360000000000006,Labor force in New York
BLSE/LAUST280000000000004,Unemployment in Mississippi
BLSE/LAUST370000000000004,Unemployment in North Carolina
BLSE/LAUST530000000000003,Unemployment rate in Washington
BLSE/LAUST370000000000005,Employment in North Carolina
BLSE/LAUST290000000000003,Unemployment rate in Missouri
BLSE/LAUST380000000000005,Employment in North Dakota
BLSE/LAUST280000000000006,Labor force in Mississippi
BLSE/LAUST290000000000006,Labor force in Missouri
BLSE/LAUST390000000000003,Unemployment rate in Ohio
BLSE/LAUST300000000000006,Labor force in Montana
BLSE/LAUST400000000000005,Employment in Oklahoma
BLSE/LAUST550000000000003,Unemployment rate in Wisconsin
BLSE/LAUST400000000000006,Labor force in Oklahoma
BLSE/LAUST320000000000004,Unemployment in Nevada
BLSE/LAUST410000000000004,Unemployment in Oregon
BLSE/LAUST560000000000004,Unemployment in Wyoming
BLSE/LAUST410000000000006,Labor force in Oregon
BLSE/LAUST560000000000006,Labor force in Wyoming
BLSE/LAUST420000000000004,Unemployment in Pennsylvania
BLSE/LAUST330000000000004,Unemployment in New Hampshire
BLSE/LAUST440000000000003,Unemployment rate in Rhode Island
BLSE/LAUST440000000000006,Labor force in Rhode Island
BLSE/LAUST530000000000004,Unemployment in Washington
BLSE/LAUST450000000000006,Labor force in South Carolina
BLSE/LAUST340000000000003,Unemployment rate in New Jersey
BLSE/LAUST360000000000005,Employment in New York
BLSE/LAUST460000000000006,Labor force in South Dakota
BLSE/LAUST470000000000004,Unemployment in Tennessee
BLSE/LAUST480000000000003,Unemployment rate in Texas
BLSE/LAUST480000000000004,Unemployment in Texas
BLSE/LAUST370000000000003,Unemployment rate in North Carolina
BLSE/LAUST370000000000006,Labor force in North Carolina
BLSE/LAUST380000000000006,Labor force in North Dakota
BLSE/LAUST390000000000006,Labor force in Ohio
BLSE/LAUST490000000000004,Unemployment in Utah
BLSE/LAUST400000000000004,Unemployment in Oklahoma
BLSE/LAUST500000000000005,Employment in Vermont
BLSE/LAUST510000000000003,Unemployment rate in Virginia
BLSE/LAUST510000000000005,Employment in Virginia
BLSE/LAUST510000000000006,Labor force in Virginia
BLSE/LAUST510000000000004,Unemployment in Virginia
BLSE/LAUST530000000000005,Employment in Washington
BLSE/LAUST540000000000003,Unemployment rate in West Virginia
BLSE/LAUST420000000000006,Labor force in Pennsylvania
BLSE/LAUST450000000000003,Unemployment rate in South Carolina
BLSE/LAUST550000000000004,Unemployment in Wisconsin
BLSE/LAUST560000000000003,Unemployment rate in Wyoming
BLSE/LAUST550000000000005,Employment in Wisconsin
BLSE/LAUST460000000000004,Unemployment in South Dakota
BLSE/LAUST560000000000005,Employment in Wyoming
BLSE/LAUST720000000000005,Employment in Puerto Rico
BLSE/LAUST720000000000006,Labor force in Puerto Rico
BLSE/LAUST480000000000005,Employment in Texas
BLSE/LAUST470000000000006,Labor force in Tennessee
BLSE/LAUST480000000000006,Labor force in Texas
BLSE/LAUST490000000000006,Labor force in Utah
BLSE/LAUST500000000000006,Labor force in Vermont
BLSE/LAUST540000000000005,Employment in West Virginia
BLSE/LAUST720000000000004,Unemployment in Puerto Rico
BLSE/SMS01000004100000001,"All Employees, In Thousands; Wholesale Trade - Alabama"
BLSE/SMS02000004300000001,"All Employees, In Thousands; Transportation and Utilities - Alaska"
BLSE/SMS04000000500000001,"All Employees, In Thousands; Total Private - Arizona"
BLSE/SMS04000001000000001,"All Employees, In Thousands; Mining and Logging - Arizona"
BLSE/SMS04000004300000001,"All Employees, In Thousands; Transportation and Utilities - Arizona"
BLSE/SMS05000000600000001,"All Employees, In Thousands; Goods Producing - Arkansas"
BLSE/SMS01000001000000001,"All Employees, In Thousands; Mining and Logging - Alabama"
BLSE/SMS02000000700000001,"All Employees, In Thousands; Service-Providing - Alaska"
BLSE/SMS06000000500000001,"All Employees, In Thousands; Total Private - California"
BLSE/SMS06000003000000001,"All Employees, In Thousands; Manufacturing - California"
BLSE/SMS04000003000000001,"All Employees, In Thousands; Manufacturing - Arizona"
BLSE/SMS04000009000000001,"All Employees, In Thousands; Government - Arizona"
BLSE/SMS05000000700000001,"All Employees, In Thousands; Service-Providing - Arkansas"
BLSE/SMS08000004300000001,"All Employees, In Thousands; Transportation and Utilities - Colorado"
BLSE/SMS05000003000000001,"All Employees, In Thousands; Manufacturing - Arkansas"
BLSE/SMS08000003000000001,"All Employees, In Thousands; Manufacturing - Colorado"
BLSE/SMS09000001000000001,"All Employees, In Thousands; Mining and Logging - Connecticut"
BLSE/SMS09000003000000001,"All Employees, In Thousands; Manufacturing - Connecticut"
BLSE/SMS06000003100000001,"All Employees, In Thousands; Durable Goods - California"
BLSE/SMS06000001000000001,"All Employees, In Thousands; Mining and Logging - California"
BLSE/SMS01000000500000001,"All Employees, In Thousands; Total Private - Alabama"
BLSE/SMS01000000700000001,"All Employees, In Thousands; Service-Providing - Alabama"
BLSE/SMS01000004300000001,"All Employees, In Thousands; Transportation and Utilities - Alabama"
BLSE/SMS08000000600000001,"All Employees, In Thousands; Goods Producing - Colorado"
BLSE/SMS11000000000000001,"All Employees, In Thousands; Total Nonfarm - District of Columbia"
BLSE/SMS11000000700000001,"All Employees, In Thousands; Service-Providing - District of Columbia"
BLSE/SMS02000000000000001,"All Employees, In Thousands; Total Nonfarm - Alaska"
BLSE/SMS02000000500000001,"All Employees, In Thousands; Total Private - Alaska"
BLSE/SMS02000000600000001,"All Employees, In Thousands; Goods Producing - Alaska"
BLSE/SMS02000004100000001,"All Employees, In Thousands; Wholesale Trade - Alaska"
BLSE/SMS09000003100000001,"All Employees, In Thousands; Durable Goods - Connecticut"
BLSE/SMS08000009000000001,"All Employees, In Thousands; Government - Colorado"
BLSE/SMS12000000600000001,"All Employees, In Thousands; Goods Producing - Florida"
BLSE/SMS02000009000000001,"All Employees, In Thousands; Government - Alaska"
BLSE/SMS04000000000000001,"All Employees, In Thousands; Total Nonfarm - Arizona"
BLSE/SMS13000003100000001,"All Employees, In Thousands; Durable Goods - Georgia"
BLSE/SMS04000000700000001,"All Employees, In Thousands; Service-Providing - Arizona"
BLSE/SMS12000000700000001,"All Employees, In Thousands; Service-Providing - Florida"
BLSE/SMS04000003100000001,"All Employees, In Thousands; Durable Goods - Arizona"
BLSE/SMS04000004100000001,"All Employees, In Thousands; Wholesale Trade - Arizona"
BLSE/SMS04000000600000001,"All Employees, In Thousands; Goods Producing - Arizona"
BLSE/SMS05000000000000001,"All Employees, In Thousands; Total Nonfarm - Arkansas"
BLSE/SMS10000000700000001,"All Employees, In Thousands; Service-Providing - Delaware"
BLSE/SMS11000000500000001,"All Employees, In Thousands; Total Private - District of Columbia"
BLSE/SMS05000003100000001,"All Employees, In Thousands; Durable Goods - Arkansas"
BLSE/SMS01000000000000001,"All Employees, In Thousands; Total Nonfarm - Alabama"
BLSE/SMS01000000600000001,"All Employees, In Thousands; Goods Producing - Alabama"
BLSE/SMS13000004300000001,"All Employees, In Thousands; Transportation and Utilities - Georgia"
BLSE/SMS01000009000000001,"All Employees, In Thousands; Government - Alabama"
BLSE/SMS05000004100000001,"All Employees, In Thousands; Wholesale Trade - Arkansas"
BLSE/SMS06000000000000001,"All Employees, In Thousands; Total Nonfarm - California"
BLSE/SMS15000000500000001,"All Employees, In Thousands; Total Private - Hawaii"
BLSE/SMS05000009000000001,"All Employees, In Thousands; Government - Arkansas"
BLSE/SMS06000004300000001,"All Employees, In Thousands; Transportation and Utilities - California"
BLSE/SMS06000000600000001,"All Employees, In Thousands; Goods Producing - California"
BLSE/SMS08000000000000001,"All Employees, In Thousands; Total Nonfarm - Colorado"
BLSE/SMS02000003000000001,"All Employees, In Thousands; Manufacturing - Alaska"
BLSE/SMS06000004100000001,"All Employees, In Thousands; Wholesale Trade - California"
BLSE/SMS16000000700000001,"All Employees, In Thousands; Service-Providing - Idaho"
BLSE/SMS12000003100000001,"All Employees, In Thousands; Durable Goods - Florida"
BLSE/SMS12000003000000001,"All Employees, In Thousands; Manufacturing - Florida"
BLSE/SMS08000000500000001,"All Employees, In Thousands; Total Private - Colorado"
BLSE/SMS12000004100000001,"All Employees, In Thousands; Wholesale Trade - Florida"
BLSE/SMS02000001000000001,"All Employees, In Thousands; Mining and Logging - Alaska"
BLSE/SMS13000000500000001,"All Employees, In Thousands; Total Private - Georgia"
BLSE/SMS17000000500000001,"All Employees, In Thousands; Total Private - Illinois"
BLSE/SMS16000004300000001,"All Employees, In Thousands; Transportation and Utilities - Idaho"
BLSE/SMS09000000500000001,"All Employees, In Thousands; Total Private - Connecticut"
BLSE/SMS08000004100000001,"All Employees, In Thousands; Wholesale Trade - Colorado"
BLSE/SMS17000004300000001,"All Employees, In Thousands; Transportation and Utilities - Illinois"
BLSE/SMS05000000500000001,"All Employees, In Thousands; Total Private - Arkansas"
BLSE/SMS09000000700000001,"All Employees, In Thousands; Service-Providing - Connecticut"
BLSE/SMS08000001000000001,"All Employees, In Thousands; Mining and Logging - Colorado"
BLSE/SMS05000001000000001,"All Employees, In Thousands; Mining and Logging - Arkansas"
BLSE/SMS13000009000000001,"All Employees, In Thousands; Government - Georgia"
BLSE/SMS09000004100000001,"All Employees, In Thousands; Wholesale Trade - Connecticut"
BLSE/SMS13000004100000001,"All Employees, In Thousands; Wholesale Trade - Georgia"
BLSE/SMS09000004300000001,"All Employees, In Thousands; Transportation and Utilities - Connecticut"
BLSE/SMS16000000500000001,"All Employees, In Thousands; Total Private - Idaho"
BLSE/SMS18000001000000001,"All Employees, In Thousands; Mining and Logging - Indiana"
BLSE/SMS05000004300000001,"All Employees, In Thousands; Transportation and Utilities - Arkansas"
BLSE/SMS18000000600000001,"All Employees, In Thousands; Goods Producing - Indiana"
BLSE/SMS06000000700000001,"All Employees, In Thousands; Service-Providing - California"
BLSE/SMS18000004100000001,"All Employees, In Thousands; Wholesale Trade - Indiana"
BLSE/SMS10000000000000001,"All Employees, In Thousands; Total Nonfarm - Delaware"
BLSE/SMS06000009000000001,"All Employees, In Thousands; Government - California"
BLSE/SMS10000000500000001,"All Employees, In Thousands; Total Private - Delaware"
BLSE/SMS19000000700000001,"All Employees, In Thousands; Service-Providing - Iowa"
BLSE/SMS10000000600000001,"All Employees, In Thousands; Goods Producing - Delaware"
BLSE/SMS10000004100000001,"All Employees, In Thousands; Wholesale Trade - Delaware"
BLSE/SMS10000009000000001,"All Employees, In Thousands; Government - Delaware"
BLSE/SMS11000000600000001,"All Employees, In Thousands; Goods Producing - District of Columbia"
BLSE/SMS11000004300000001,"All Employees, In Thousands; Transportation and Utilities - District of Columbia"
BLSE/SMS19000003100000001,"All Employees, In Thousands; Durable Goods - Iowa"
BLSE/SMS17000003100000001,"All Employees, In Thousands; Durable Goods - Illinois"
BLSE/SMS17000000700000001,"All Employees, In Thousands; Service-Providing - Illinois"
BLSE/SMS17000009000000001,"All Employees, In Thousands; Government - Illinois"
BLSE/SMS08000000700000001,"All Employees, In Thousands; Service-Providing - Colorado"
BLSE/SMS19000009000000001,"All Employees, In Thousands; Government - Iowa"
BLSE/SMS12000009000000001,"All Employees, In Thousands; Government - Florida"
BLSE/SMS08000003100000001,"All Employees, In Thousands; Durable Goods - Colorado"
BLSE/SMS12000004300000001,"All Employees, In Thousands; Transportation and Utilities - Florida"
BLSE/SMS13000000000000001,"All Employees, In Thousands; Total Nonfarm - Georgia"
BLSE/SMS12000000000000001,"All Employees, In Thousands; Total Nonfarm - Florida"
BLSE/SMS20000004300000001,"All Employees, In Thousands; Transportation and Utilities - Kansas"
BLSE/SMS09000000600000001,"All Employees, In Thousands; Goods Producing - Connecticut"
BLSE/SMS13000003000000001,"All Employees, In Thousands; Manufacturing - Georgia"
BLSE/SMS13000000600000001,"All Employees, In Thousands; Goods Producing - Georgia"
BLSE/SMS20000009000000001,"All Employees, In Thousands; Government - Kansas"
BLSE/SMS13000001000000001,"All Employees, In Thousands; Mining and Logging - Georgia"
BLSE/SMS09000000000000001,"All Employees, In Thousands; Total Nonfarm - Connecticut"
BLSE/SMS18000003100000001,"All Employees, In Thousands; Durable Goods - Indiana"
BLSE/SMS18000009000000001,"All Employees, In Thousands; Government - Indiana"
BLSE/SMS21000001000000001,"All Employees, In Thousands; Mining and Logging - Kentucky"
BLSE/SMS09000009000000001,"All Employees, In Thousands; Government - Connecticut"
BLSE/SMS22000000700000001,"All Employees, In Thousands; Service-Providing - Louisiana"
BLSE/SMS10000003000000001,"All Employees, In Thousands; Manufacturing - Delaware"
BLSE/SMS10000004300000001,"All Employees, In Thousands; Transportation and Utilities - Delaware"
BLSE/SMS19000004300000001,"All Employees, In Thousands; Transportation and Utilities - Iowa"
BLSE/SMS15000000600000001,"All Employees, In Thousands; Goods Producing - Hawaii"
BLSE/SMS15000000000000001,"All Employees, In Thousands; Total Nonfarm - Hawaii"
BLSE/SMS22000004300000001,"All Employees, In Thousands; Transportation and Utilities - Louisiana"
BLSE/SMS11000009000000001,"All Employees, In Thousands; Government - District of Columbia"
BLSE/SMS15000000700000001,"All Employees, In Thousands; Service-Providing - Hawaii"
BLSE/SMS15000003000000001,"All Employees, In Thousands; Manufacturing - Hawaii"
BLSE/SMS22000000500000001,"All Employees, In Thousands; Total Private - Louisiana"
BLSE/SMS16000000000000001,"All Employees, In Thousands; Total Nonfarm - Idaho"
BLSE/SMS15000004100000001,"All Employees, In Thousands; Wholesale Trade - Hawaii"
BLSE/SMS20000000000000001,"All Employees, In Thousands; Total Nonfarm - Kansas"
BLSE/SMS16000003000000001,"All Employees, In Thousands; Manufacturing - Idaho"
BLSE/SMS16000001000000001,"All Employees, In Thousands; Mining and Logging - Idaho"
BLSE/SMS20000003100000001,"All Employees, In Thousands; Durable Goods - Kansas"
BLSE/SMS23000000500000001,"All Employees, In Thousands; Total Private - Maine"
BLSE/SMS21000000700000001,"All Employees, In Thousands; Service-Providing - Kentucky"
BLSE/SMS12000000500000001,"All Employees, In Thousands; Total Private - Florida"
BLSE/SMS23000004300000001,"All Employees, In Thousands; Transportation and Utilities - Maine"
BLSE/SMS16000003100000001,"All Employees, In Thousands; Durable Goods - Idaho"
BLSE/SMS24000000500000001,"All Employees, In Thousands; Total Private - Maryland"
